"","incident_case_id","date","clearance_code_inc_type","pgpd_reporting_area","pgpd_sector","pgpd_beat","street_number","street_name","latitude","longitude","location"
"14715","PP24010100001188","01/01/2024","B & E, RESIDENTIAL",612,"J","J6","8100 BLOCK","BARRETT RD",38.77576689422,-76.99227894843,"(38.775766894221306,-76.99227894842625)"
"14716","PP24010100001189","01/01/2024","THEFT FROM AUTO",238,"B","B5","7700 BLOCK","ANNAPOLIS RD EB",38.95260381699,-76.8784340322,"(38.952603816986084,-76.87843403220177)"
"14717","PP24010100001194","01/01/2024","ACCIDENT",838,"D","D1",NA,"CIPRIANO RD / MAGNOLIA AVE",38.96539905667,-76.85874903202,"(38.96539905667305,-76.85874903202057)"
"14718","PP24010100001398","01/01/2024","ACCIDENT",126,"A","A2","6500 BLOCK","PARKWAY CT",38.96769563854,-76.9817802757,"(38.96769563853741,-76.98178027570248)"
"14719","PP24010100001439","01/01/2024","THEFT",418,"H","H6","3400 BLOCK","DONNELL DR NB",38.84499247372,-76.8833552748,"(38.844992473721504,-76.88335527479649)"
"14720","PP24010100001462","01/01/2024","THEFT FROM AUTO",826,"TRU","D1","6900 BLOCK","CIPRIANO RD",38.98475597799,-76.85349969566,"(38.98475597798824,-76.85349969565868)"
"14721","PP24010100001496","01/01/2024","B & E, RESIDENTIAL",220,"B","B63","4800 BLOCK","COLLEGE AVE",38.98049089313,-76.92961503565,"(38.980490893125534,-76.92961503565311)"
"14722","PP24010100001514","01/01/2024","ACCIDENT WITH IMPOUND",107,"A","A7","8600 BLOCK","RIGGS RD",38.99722313881,-76.97325010598,"(38.997223138809204,-76.97325010597706)"
"14723","PP24010100001521","01/01/2024","AUTO, STOLEN",262,"B","B1","6200 BLOCK","LANDOVER RD EB",38.93324689567,-76.90861769021,"(38.93324689567089,-76.90861769020557)"
"14724","PP24010100001523","01/01/2024","THEFT",238,"B","B5","7600 BLOCK","ANNAPOLIS RD EB",38.95194764435,-76.88171486557,"(38.95194764435291,-76.8817148655653)"
"14725","PP24010100001542","01/01/2024","AUTO, STOLEN",314,"G","G4","7700 BLOCK","BURNSIDE RD",38.91585847735,-76.87187236547,"(38.91585847735405,-76.8718723654747)"
"14726","PP24010100001695","01/01/2024","ACCIDENT",826,"D","D1",NA,"GOOD LUCK RD / 100TH AVE",38.98344364762,-76.8423448652,"(38.98344364762306,-76.8423448652029)"
"14727","PP24010100001732","01/01/2024","ACCIDENT",110,"A","A4",NA,"NEW HAMPSHIRE AVE NB / UNIVERSITY BLVD EB",38.98869298398,-76.9876857847,"(38.98869298398495,-76.98768578469753)"
"14728","PP24010100001739","01/01/2024","THEFT FROM AUTO",616,"K","K6","6200 BLOCK","JANE CT",38.80496631563,-76.95684593916,"(38.8049663156271,-76.9568459391594)"
"14729","PP24010100001793","01/01/2024","AUTO, STOLEN",886,"D","D1","8500 BLOCK","GREENBELT RD EB",38.99131764472,-76.85907711089,"(38.99131764471531,-76.85907711088657)"
"14730","PP24010100001797","01/01/2024","ACCIDENT WITH IMPOUND",407,"G","G7",NA,"RITCHIE MARLBORO RD NB / CAP BELT IL A HWY SB",38.86894255877,-76.84464144707,"(38.86894255876541,-76.84464144706726)"
"14731","PP24010100001826","01/01/2024","ACCIDENT",932,"C","C3","10600 BLOCK","BALTIMORE AVE SB",39.03068764508,-76.91419510543,"(39.030687645077705,-76.91419510543346)"
"14732","PP24010100001888","01/01/2024","ACCIDENT WITH IMPOUND",841,"D","D6","9100 BLOCK","ALCONA ST",38.95752505958,-76.85448394716,"(38.9575250595808,-76.85448394715786)"
"14733","PP24010100002026","01/01/2024","ACCIDENT",305,"G","G3",NA,"SHERIFF RD / CABIN BRANCH DR",38.90732830763,-76.90205602348,"(38.90732830762863,-76.90205602347851)"
"14734","PP24010100002059","01/01/2024","THEFT FROM AUTO",624,"F","F2","8400 BLOCK","ROCKWELL DR",38.77379839122,-76.89352586865,"(38.773798391222954,-76.89352586865425)"
"14735","PP24010100002102","01/01/2024","ASSAULT",656,"J","J5","6100 BLOCK","OXON HILL RD SB",38.80463822186,-76.9837487787,"(38.80463822185993,-76.98374877870083)"
"14736","PP24010100002105","01/01/2024","THEFT FROM AUTO",226,"B","B5","7200 BLOCK","RIVERDALE RD WB",38.96310247481,-76.88827653229,"(38.96310247480869,-76.88827653229237)"
"14737","PP24010100002184","01/01/2024","ROBBERY, VEHICLE",616,"K","K6","4400 BLOCK","LAKEVIEW DR",38.8013573885,-76.93125544488,"(38.8013573884964,-76.9312554448843)"
"14738","PP24010100002289","01/01/2024","AUTO, STOLEN",313,"G","G4","7700 BLOCK","SWAN TER",38.89847005904,-76.87351277471,"(38.89847005903721,-76.87351277470589)"
"14739","PP24010200000142","01/02/2024","THEFT FROM AUTO",859,"E","E2","2100 BLOCK","WATERLEAF WAY",38.91815505922,-76.8062556982,"(38.91815505921841,-76.80625569820404)"
"14740","PP24010200000208","01/02/2024","AUTO, STOLEN & RECOVERED",704,"E","E5",NA,"LEELAND RD / MOORES PLAINS BLVD",38.86074048281,-76.72948420048,"(38.86074048280716,-76.7294842004776)"
"14741","PP24010200000290","01/02/2024","ACCIDENT WITH IMPOUND",424,"H","H6",NA,"PENNSYLVANIA AVE EB / DONNELL DR",38.84368014336,-76.88499569893,"(38.84368014335632,-76.88499569892883)"
"14742","PP24010200000297","01/02/2024","THEFT FROM AUTO",709,"E","E4","1700 BLOCK","CINNAMON TEAL WAY",38.86500556767,-76.77836860716,"(38.86500556766987,-76.77836860716343)"
"14743","PP24010200000325","01/02/2024","ROBBERY, OTHER",110,"A","A4","1500 BLOCK","KANAWHA ST",38.98770873249,-76.98112411797,"(38.98770873248577,-76.98112411797047)"
"14744","PP24010200000327","01/02/2024","AUTO, STOLEN",726,"F","F5","6200 BLOCK","CONNAUGHT CT",38.80398206413,-76.75409044325,"(38.80398206412792,-76.75409044325352)"
"14745","PP24010200000335","01/02/2024","ACCIDENT WITH IMPOUND",801,"C","C4",NA,"LAUREL BOWIE RD / BASSWOOD DR",39.04807606339,-76.83020578325,"(39.04807606339455,-76.83020578324795)"
"14746","PP24010200000420","01/02/2024","THEFT FROM AUTO",902,"C","C6","15600 BLOCK","MEWS CT",39.10516256094,-76.86990386248,"(39.10516256093979,-76.86990386247635)"
"14747","PP24010200000452","01/02/2024","ACCIDENT",933,"C","C1",NA,"POWDER MILL RD / EDMONSTON RD",39.03134381771,-76.89975944161,"(39.03134381771088,-76.89975944161415)"
"14748","PP24010200000459","01/02/2024","THEFT FROM AUTO",931,"C","C3","4700 BLOCK","CARDINAL AVE",39.0382335633,-76.91419510543,"(39.03823356330395,-76.91419510543346)"
"14749","PP24010200000483","01/02/2024","AUTO, STOLEN",426,"TRU","H5","3900 BLOCK","SUITLAND RD",38.86041238904,-76.94930003583,"(38.86041238903999,-76.94930003583431)"
"14750","PP24010200000553","01/02/2024","THEFT",204,"B","B7","5000 BLOCK","BRANCHVILLE RD",38.99886356294,-76.92272527516,"(38.99886356294155,-76.92272527515888)"
"14751","PP24010200000560","01/02/2024","AUTO, STOLEN",3130,"TRU","G7","800 BLOCK","CASLON WAY",38.9017508924,-76.85940518975,"(38.90175089240074,-76.85940518975258)"
"14752","PP24010200000617","01/02/2024","B & E, RESIDENTIAL",504,"K","K1","1400 BLOCK","SOUTHERN AVE",38.83482189476,-76.9817802757,"(38.8348218947649,-76.98178027570248)"
"14753","PP24010200000623","01/02/2024","THEFT FROM AUTO",720,"TRU","H7","8400 BLOCK","PEPCO PL",38.8374465555,-76.85973328352,"(38.83744655549526,-76.85973328351974)"
"14754","PP24010200000682","01/02/2024","AUTO, STOLEN",403,"H","H1","500 BLOCK","SUFFOLK AVE",38.88337822258,-76.91025811434,"(38.883378222584724,-76.91025811433792)"
"14755","PP24010200000726","01/02/2024","AUTO, STOLEN",605,"TRU","K6","2600 BLOCK","BRINKLEY RD",38.80595056713,-76.96275144815,"(38.805950567126274,-76.96275144815445)"
"14756","PP24010200000972","01/02/2024","AUTO, STOLEN",431,"TRU","K3","4100 BLOCK","APPLE ORCHARD CT",38.8335095644,-76.93420819938,"(38.83350956439972,-76.93420819938183)"
"14757","PP24010200000991","01/02/2024","ACCIDENT WITH IMPOUND",648,"W","W2","15800 BLOCK","LIVINGSTON RD",38.67078022659,-77.01229202747,"(38.67078022658825,-77.01229202747345)"
"14758","PP24010200001029","01/02/2024","AUTO, STOLEN",634,"TRU","F4","6700 BLOCK","FULFORD ST",38.73278798163,-76.89418202639,"(38.73278798162937,-76.89418202638626)"
"14759","PP24010200001097","01/02/2024","THEFT",843,"D","D5","10400 BLOCK","MARTIN LUTHER KING JUNIOR HWY EB",38.95358805358,-76.82495644689,"(38.9535880535841,-76.82495644688606)"
"14760","PP24010200001208","01/02/2024","ASSAULT",110,"A","A4","8000 BLOCK","14TH AVE",38.98869298398,-76.98407685757,"(38.98869298398495,-76.98407685756683)"
"14761","PP24010200001243","01/02/2024","ACCIDENT",117,"A","A6",NA,"23RD AVE / AMHERST RD",38.97327305377,-76.97160969675,"(38.9732730537653,-76.97160969674587)"
"14762","PP24010200001248","01/02/2024","ACCIDENT WITH IMPOUND",610,"J","J4","9000 BLOCK","LIVINGSTON RD",38.766252473,-76.99523170292,"(38.76625247299671,-76.99523170292377)"
"14763","PP24010200001276","01/02/2024","AUTO, STOLEN",424,"TRU","H6","6400 BLOCK","HIL MAR DR",38.84302397072,-76.89713478088,"(38.84302397072315,-76.89713478088379)"
"14764","PP24010200001305","01/02/2024","SEX OFFENSE",2221,"E","E2","900 BLOCK","HARRY S TRUMAN DR",38.9027351439,-76.84398527443,"(38.90273514389992,-76.84398527443409)"
"14765","PP24010200001349","01/02/2024","THEFT",408,"H","H1","4800 BLOCK","MARLBORO PIKE WB",38.87353572249,-76.92994311452,"(38.873535722494125,-76.92994311451912)"
"14766","PP24010200001412","01/02/2024","ACCIDENT",703,"E","E5","20 BLOCK","WATKINS PARK DR NB",38.89912623167,-76.79149194062,"(38.89912623167038,-76.79149194061756)"
"14767","PP24010200001434","01/02/2024","THEFT",516,"TRU","J1","700 BLOCK","NEPTUNE AVE",38.81841772795,-76.99687211215,"(38.818417727947235,-76.99687211215496)"
"14768","PP24010200001463","01/02/2024","THEFT",755,"TRU","F7","14100 BLOCK","BRANDYWINE RD",38.69669881463,-76.84693802893,"(38.69669881463051,-76.84693802893162)"
"14769","PP24010200001481","01/02/2024","THEFT",418,"H","H6","3400 BLOCK","DONNELL DR SB",38.84564864635,-76.88597995043,"(38.845648646354675,-76.88597995042801)"
"14770","PP24010200001498","01/02/2024","ACCIDENT WITH IMPOUND",225,"B","B3",NA,"RIVERDALE RD EB / 64TH AVE",38.96113397181,-76.90763343871,"(38.96113397181034,-76.9076334387064)"
"14771","PP24010200001592","01/02/2024","ACCIDENT",846,"D","D6",NA,"LOTTSFORD VISTA RD / YELLOWWOOD LN",38.93062222004,-76.82200369239,"(38.93062222003937,-76.82200369238853)"
"14772","PP24010200001693","01/02/2024","THEFT",113,"A","A3","1500 BLOCK","UNIVERSITY BLVD EB",38.98409980536,-76.98112411797,"(38.98409980535507,-76.98112411797047)"
"14773","PP24010200001721","01/02/2024","B & E, RESIDENTIAL",431,"K","K3","3500 BLOCK","TERRACE DR",38.84105548263,-76.93519245088,"(38.84105548262596,-76.935192450881)"
"14774","PP24010200001750","01/02/2024","THEFT",405,"H","H3","1500 BLOCK","PINE GROVE RD",38.86927063763,-76.89155736566,"(38.869270637631416,-76.8915573656559)"
"14775","PP24010200001793","01/02/2024","THEFT",508,"K","K3","4300 BLOCK","SAINT BARNABAS RD SB",38.82990063727,-76.94241027534,"(38.82990063726902,-76.94241027534008)"
"14776","PP24010200001952","01/02/2024","B & E, RESIDENTIAL",634,"F","F4","10300 BLOCK","SERENADE CT",38.74853597581,-76.88105869293,"(38.748535975813866,-76.88105869293213)"
"14777","PP24010200001956","01/02/2024","B & E, RESIDENTIAL",634,"F","F4","10300 BLOCK","SERENADE CT",38.74853597581,-76.88105869293,"(38.748535975813866,-76.88105869293213)"
"14778","PP24010200001957","01/02/2024","B & E, RESIDENTIAL",634,"F","F4","10300 BLOCK","SERENADE CT",38.74853597581,-76.88105869293,"(38.748535975813866,-76.88105869293213)"
"14779","PP24010200002065","01/02/2024","ROBBERY, OTHER",702,"E","E3",NA,"JOYCETON DR / WHARTON DR",38.89289264381,-76.8151139468,"(38.89289264380932,-76.81511394679546)"
"14780","PP24010200002206","01/02/2024","ACCIDENT WITH IMPOUND",162,"B","B6","3600 BLOCK","METZEROTT RD",38.99984781444,-76.9456911087,"(38.99984781444073,-76.94569110870361)"
"14781","PP24010200000334","01/02/2024","B & E, COMMERCIAL",259,"B","B1","5900 BLOCK","ARBOR ST",38.91848313808,-76.91780403256,"(38.91848313808441,-76.91780403256416)"
"14782","PP24010200000353","01/02/2024","THEFT FROM AUTO",232,"B","B3","5600 BLOCK","NICHOLSON ST",38.95719698071,-76.91878828406,"(38.9571969807148,-76.91878828406334)"
"14783","PP24010200000361","01/02/2024","THEFT FROM AUTO",110,"A","A4","8100 BLOCK","15TH AVE",38.98902106285,-76.98112411797,"(38.98902106285095,-76.98112411797047)"
"14784","PP24010200000368","01/02/2024","AUTO, STOLEN",622,"F","F1","3200 BLOCK","CALYDON CT",38.76362781227,-76.95126852393,"(38.76362781226635,-76.9512685239315)"
"14785","PP24010200000372","01/02/2024","AUTO, STOLEN",416,"H","H2","2000 BLOCK","BROOKS DR SB",38.86336514354,-76.9174759388,"(38.86336514353752,-76.917475938797)"
"14786","PP24010200000402","01/02/2024","ACCIDENT WITH IMPOUND",402,"H","H1",NA,"MENTOR AVE / EMO ST",38.87780080736,-76.91878828406,"(38.877800807356834,-76.91878828406334)"
"14787","PP24010200000418","01/02/2024","AUTO, STOLEN",609,"J","J4","9500 BLOCK","FORT FOOTE RD",38.75870655477,-77.02115027606,"(38.75870655477047,-77.02115027606487)"
"14788","PP24010200000466","01/02/2024","AUTO, STOLEN",835,"D","D1","6300 BLOCK","HARDWOOD DR",38.97228881717,-76.86137369275,"(38.97228881716728,-76.86137369275093)"
"14789","PP24010200000552","01/02/2024","THEFT FROM AUTO",711,"E","E5","15600 BLOCK","MONKSILVER BND",38.84860140085,-76.72915610671,"(38.8486014008522,-76.72915610671043)"
"14790","PP24010200000582","01/02/2024","THEFT FROM AUTO",702,"TRU","E3","10400 BLOCK","CAMPUS WAY",38.89486114681,-76.82364411652,"(38.89486114680767,-76.82364411652088)"
"14791","PP24010200000610","01/02/2024","AUTO, STOLEN",405,"H","H3","6600 BLOCK","RONALD RD",38.87287956476,-76.89254161716,"(38.872879564762115,-76.89254161715508)"
"14792","PP24010200000659","01/02/2024","AUTO, STOLEN",419,"H","H5","4400 BLOCK","SUITLAND RD",38.85221031308,-76.93322394788,"(38.85221031308174,-76.93322394788265)"
"14793","PP24010200000736","01/02/2024","THEFT FROM AUTO",902,"C","C6","8100 BLOCK","SANDY SPRING RD",39.10483448207,-76.86695110798,"(39.104834482073784,-76.86695110797882)"
"14794","PP24010200000745","01/02/2024","THEFT FROM AUTO",316,"TRU","G5","2200 BLOCK","BRIGHTSEAT RD",38.92077971995,-76.86006136239,"(38.92077971994877,-76.86006136238575)"
"14795","PP24010200000769","01/02/2024","AUTO, STOLEN",308,"TRU","G6","2000 BLOCK","EAST MARLBORO AVE",38.91749888659,-76.88499569893,"(38.917498886585236,-76.88499569892883)"
"14796","PP24010200000809","01/02/2024","AUTO, STOLEN",842,"TRU","D6","9200 BLOCK","ALCONA ST",38.95654080808,-76.85317161679,"(38.95654080808163,-76.85317161679268)"
"14797","PP24010200000822","01/02/2024","THEFT",916,"C","C4","13400 BLOCK","MID ATLANTIC BLVD",39.07399463654,-76.86301411688,"(39.073994636535645,-76.86301411688328)"
"14798","PP24010200000870","01/02/2024","AUTO, STOLEN",605,"K","K6","5800 BLOCK","FISHER RD",38.80857522786,-76.95553360879,"(38.808575227856636,-76.95553360879421)"
"14799","PP24010200000984","01/02/2024","THEFT FROM AUTO",107,"TRU","A7","8200 BLOCK","14TH AVE",38.99295805395,-76.98440495133,"(38.992958053946495,-76.984404951334)"
"14800","PP24010200001020","01/02/2024","THEFT",407,"G","G7","9000 BLOCK","CENTRAL AVE EB",38.88862755895,-76.84956268966,"(38.88862755894661,-76.84956268966198)"
"14801","PP24010200001056","01/02/2024","AUTO, STOLEN",624,"F","F2","8800 BLOCK","MIMOSA AVE",38.768220976,-76.89352586865,"(38.768220975995064,-76.89352586865425)"
"14802","PP24010200001169","01/02/2024","ACCIDENT WITH IMPOUND",648,"W","W2",NA,"BERRY RD SB / INDIAN HEAD HWY NB",38.66520281136,-77.01754136384,"(38.66520281136036,-77.01754136383533)"
"14803","PP24010200001237","01/02/2024","ACCIDENT WITH IMPOUND",933,"C","C1",NA,"EDMONSTON RD / POWDER MILL RD",39.03134381771,-76.89975944161,"(39.03134381771088,-76.89975944161415)"
"14804","PP24010200001256","01/02/2024","ACCIDENT WITH IMPOUND",313,"G","G4",NA,"CENTRAL AVE WB / GARRETT A MORGAN BLVD SB",38.88993988931,-76.86301411688,"(38.88993988931179,-76.86301411688328)"
"14805","PP24010200001277","01/02/2024","AUTO, STOLEN",441,"TRU","H2","2300 BLOCK","SETON WAY",38.85811580718,-76.91222661734,"(38.858115807175636,-76.91222661733627)"
"14806","PP24010200001319","01/02/2024","AUTO, STOLEN",406,"G","G7","50 BLOCK","RITCHIE RD SB",38.88797138631,-76.86268602312,"(38.88797138631344,-76.86268602311611)"
"14807","PP24010200001462","01/02/2024","THEFT FROM AUTO",624,"F","F2","8700 BLOCK","BRANCH AVE SB",38.77248606086,-76.88958886266,"(38.77248606085777,-76.88958886265755)"
"14808","PP24010200001485","01/02/2024","THEFT FROM AUTO",304,"TRU","G3","1500 BLOCK","ELKWOOD LN",38.90995298326,-76.92436569929,"(38.909952983260155,-76.92436569929123)"
"14809","PP24010200001500","01/02/2024","ACCIDENT",238,"B","B5",NA,"ELLIN RD / HARKINS RD",38.94965106249,-76.87187236547,"(38.949651062488556,-76.8718723654747)"
"14810","PP24010200001525","01/02/2024","ROBBERY, OTHER",110,"A","A4","8000 BLOCK","14TH AVE",38.98836489022,-76.9837487787,"(38.98836489021778,-76.98374877870083)"
"14811","PP24010200001608","01/02/2024","ROBBERY, OTHER",107,"A","A7",NA,"8200BK 15TH AVE",38.99230189621,-76.98243644834,"(38.992301896214485,-76.98243644833565)"
"14812","PP24010200001610","01/02/2024","ROBBERY, OTHER",107,"A","A7","1300 BLOCK","MERRIMAC DR",38.99295805395,-76.98637343943,"(38.992958053946495,-76.98637343943119)"
"14813","PP24010200001663","01/02/2024","B & E, RESIDENTIAL",107,"A","A7","1500 BLOCK","RUATAN ST",38.99558272958,-76.97948369384,"(38.99558272957802,-76.97948369383812)"
"14814","PP24010200001912","01/02/2024","THEFT",408,"H","H1","4800 BLOCK","MARLBORO PIKE WB",38.87353572249,-76.93059927225,"(38.873535722494125,-76.93059927225113)"
"14815","PP24010200001931","01/02/2024","ACCIDENT",841,"D","D6","9400 BLOCK","ANNAPOLIS RD EB",38.96441480517,-76.84398527443,"(38.964414805173874,-76.84398527443409)"
"14816","PP24010200001953","01/02/2024","B & E, RESIDENTIAL",634,"F","F4","10300 BLOCK","SERENADE CT",38.74853597581,-76.88105869293,"(38.748535975813866,-76.88105869293213)"
"14817","PP24010200002111","01/02/2024","ASSAULT",135,"A","A2","3100 BLOCK","QUEENS CHAPEL RD SB",38.95096339285,-76.96800078452,"(38.95096339285374,-76.96800078451633)"
"14818","PP24010200002131","01/02/2024","ACCIDENT",247,"B","B1",NA,"VETERANS PKWY SB / SB JOHN HANSON HWY OFRP EB VETERANS PKY",38.94407364726,-76.88105869293,"(38.944073647260666,-76.88105869293213)"
"14819","PP24010300000048","01/03/2024","ACCIDENT",126,"A","A2","6200 BLOCK","BALFOUR DR",38.96572715044,-76.9807960242,"(38.965727150440216,-76.9807960242033)"
"14820","PP24010300000096","01/03/2024","THEFT FROM AUTO",239,"B","B3","5400 BLOCK","GALLATIN ST",38.95030722022,-76.92239719629,"(38.950307220220566,-76.92239719629288)"
"14821","PP24010300000155","01/03/2024","ACCIDENT",111,"A","A6","7900 BLOCK","RIGGS RD",38.98672448099,-76.97554670274,"(38.986724480986595,-76.97554670274258)"
"14822","PP24010300000220","01/03/2024","ACCIDENT WITH IMPOUND",648,"W","W2",NA,"INDIAN HEAD HWY NB / BERRY RD SB",38.66520281136,-77.01754136384,"(38.66520281136036,-77.01754136383533)"
"14823","PP24010300000279","01/03/2024","ACCIDENT",506,"K","K3","4200 BLOCK","23RD PKWY NB",38.83186914027,-76.95815828443,"(38.83186914026737,-76.95815828442574)"
"14824","PP24010300000358","01/03/2024","THEFT FROM AUTO",244,"B","B4","4700 BLOCK","68T PL",38.94604215026,-76.90172794461,"(38.94604215025902,-76.9017279446125)"
"14825","PP24010300000399","01/03/2024","AUTO, STOLEN",612,"J","J6","8700 BLOCK","GRASMERE CT",38.76887714863,-76.98965427279,"(38.768877148628235,-76.98965427279472)"
"14826","PP24010300000409","01/03/2024","AUTO, STOLEN",917,"C","C2","4200 BLOCK","HARBOUR TOWN DR",39.06480830908,-76.93355202675,"(39.06480830907822,-76.93355202674866)"
"14827","PP24010300000422","01/03/2024","THEFT FROM AUTO",107,"A","A7","2000 BLOCK","RUATAN ST",38.99689505994,-76.97357819974,"(38.9968950599432,-76.97357819974422)"
"14828","PP24010300000423","01/03/2024","AUTO, STOLEN",110,"A","A4","1800 BLOCK","JASMINE TER",38.98574022949,-76.97817136347,"(38.98574022948742,-76.97817136347294)"
"14829","PP24010300000429","01/03/2024","ACCIDENT",135,"A","A2","2400 BLOCK","QUEENS CHAPEL RD SB",38.94768255949,-76.97226586938,"(38.947682559490204,-76.97226586937904)"
"14830","PP24010300000449","01/03/2024","AUTO, STOLEN",7939,"C","C3","4300 BLOCK","SELLMAN RD",39.03429655731,-76.91878828406,"(39.03429655730724,-76.91878828406334)"
"14831","PP24010300000487","01/03/2024","ACCIDENT",827,"D","D2",NA,"LANHAM SEVERN RD / GREENBELT RD EB",38.98803681135,-76.81806670129,"(38.988036811351776,-76.81806670129299)"
"14832","PP24010300000491","01/03/2024","AUTO, STOLEN",917,"C","C2","12200 BLOCK","MYRTLE AVE",39.06349597871,-76.93355202675,"(39.063495978713036,-76.93355202674866)"
"14833","PP24010300000537","01/03/2024","ACCIDENT",306,"G","G6",NA,"MARTIN LUTHER KING JUNIOR HWY WB / COLUMBIA AVE",38.91224956512,-76.88926078379,"(38.91224956512451,-76.88926078379154)"
"14834","PP24010300000564","01/03/2024","THEFT FROM AUTO",157,"A","A7","8300 BLOCK","NAVAHOE DR",38.99656698108,-76.98735769093,"(38.996566981077194,-76.98735769093037)"
"14835","PP24010300000593","01/03/2024","AUTO, STOLEN",621,"J","J6","9600 BLOCK","CALTOR LN",38.75870655477,-76.97554670274,"(38.75870655477047,-76.97554670274258)"
"14836","PP24010300000687","01/03/2024","AUTO, STOLEN",858,"E","E2","9300 BLOCK","LOTTSFORD RD WB",38.90535980463,-76.84300102293,"(38.90535980463028,-76.84300102293491)"
"14837","PP24010300000707","01/03/2024","THEFT",413,"H","H7","1800 BLOCK","RITCHIE STATION CT",38.8666459769,-76.8502188623,"(38.866645976901054,-76.85021886229515)"
"14838","PP24010300000713","01/03/2024","THEFT FROM AUTO",117,"A","A6","7100 BLOCK","23R AVE",38.9768819809,-76.97193777561,"(38.976881980895996,-76.97193777561188)"
"14839","PP24010300000717","01/03/2024","THEFT FROM AUTO",104,"TRU","A7","1900 BLOCK","ERIE ST",39.0080498904,-76.97751519084,"(39.00804989039898,-76.97751519083977)"
"14840","PP24010300000733","01/03/2024","THEFT FROM AUTO",135,"TRU","A2","4900 BLOCK","LA SALLE RD",38.95293189585,-76.97948369384,"(38.95293189585209,-76.97948369383812)"
"14841","PP24010300000789","01/03/2024","THEFT FROM AUTO",632,"F","F4","5400 BLOCK","BIG HUNTINGDON LN",38.71474339068,-76.9135389477,"(38.71474339067936,-76.91353894770145)"
"14842","PP24010300000998","01/03/2024","THEFT FROM AUTO",915,"TRU","C6","7000 BLOCK","MUIRKIRK MEADOWS DR",39.06349597871,-76.88893269002,"(39.063495978713036,-76.88893269002438)"
"14843","PP24010300001001","01/03/2024","ASSAULT, WEAPON",615,"K","K6","6900 BLOCK","TEMPLE HILL RD",38.7944676429,-76.93059927225,"(38.79446764290333,-76.93059927225113)"
"14844","PP24010300001163","01/03/2024","ROBBERY, OTHER",157,"A","A7",NA,"NEW HAMPSHIRE AVE NB / QUEBEC ST",38.99623888731,-76.9847330302,"(38.99623888731003,-76.9847330302)"
"14845","PP24010300001308","01/03/2024","AUTO, STOLEN",125,"A","A3","700 BLOCK","CHILLUM RD EB",38.96441480517,-76.99949677289,"(38.964414805173874,-76.99949677288532)"
"14846","PP24010300001503","01/03/2024","THEFT",418,"H","H6","3400 BLOCK","DONNELL DR SB",38.84630480409,-76.88532377779,"(38.846304804086685,-76.88532377779484)"
"14847","PP24010300001589","01/03/2024","ACCIDENT",124,"A","A3","6800 BLOCK","CHILLUM MANOR RD",38.9739292264,-76.98407685757,"(38.97392922639847,-76.98407685756683)"
"14848","PP24010300001594","01/03/2024","ASSAULT",202,"B","B7","9700 BLOCK","WICHITA AVE",39.01231497526,-76.91583552957,"(39.01231497526169,-76.91583552956581)"
"14849","PP24010300001638","01/03/2024","B & E, RESIDENTIAL",416,"H","H2","2000 BLOCK","BROOKS DR SB",38.8627089709,-76.91911636293,"(38.86270897090435,-76.91911636292934)"
"14850","PP24010300001652","01/03/2024","ACCIDENT",859,"E","E2","12100 BLOCK","CENTRAL AVE WB",38.90109471977,-76.79477277398,"(38.90109471976757,-76.7947727739811)"
"14851","PP24010300001674","01/03/2024","AUTO, STOLEN",427,"H","H5","3800 BLOCK","REGENCY PKWY",38.83679039776,-76.91222661734,"(38.83679039776325,-76.91222661733627)"
"14852","PP24010300001748","01/03/2024","THEFT FROM AUTO",621,"J","J6","9000 BLOCK","LARKWOOD AVE",38.76658056676,-76.95914253592,"(38.76658056676388,-76.95914253592491)"
"14853","PP24010300001884","01/03/2024","THEFT FROM AUTO",110,"A","A4","8000 BLOCK","NEW RIGGS RD",38.98869298398,-76.97620286047,"(38.98869298398495,-76.97620286047459)"
"14854","PP24010300001980","01/03/2024","ACCIDENT",860,"E","E6",NA,"ENTERPRISE RD NB / CENTRAL AVE WB",38.90043856204,-76.79247619212,"(38.90043856203556,-76.79247619211674)"
"14855","PP24010300002253","01/03/2024","ASSAULT",243,"B","B2","5300 BLOCK","ANNAPOLIS RD EB",38.9388243109,-76.92764653265,"(38.93882431089878,-76.92764653265476)"
"14856","PP24010300000079","01/03/2024","AUTO, STOLEN",701,"E","E3","700 BLOCK","HARRY S TRUMAN DR SB",38.87976931036,-76.83020578325,"(38.87976931035519,-76.83020578324795)"
"14857","PP24010300000426","01/03/2024","THEFT FROM AUTO",110,"A","A4","7900 BLOCK","14TH AVE",38.98738063872,-76.9847330302,"(38.987380638718605,-76.9847330302)"
"14858","PP24010300000436","01/03/2024","THEFT FROM AUTO",969,"C","C6","8100 BLOCK","GORMAN AVE WB",39.10188172758,-76.86301411688,"(39.101881727576256,-76.86301411688328)"
"14859","PP24010300000463","01/03/2024","AUTO, STOLEN",837,"D","D1","9500 BLOCK","SHERIDAN ST",38.97524155676,-76.84398527443,"(38.97524155676365,-76.84398527443409)"
"14860","PP24010300000519","01/03/2024","ACCIDENT WITH IMPOUND",740,"F","F6",NA,"CROOM RD / MOLLY BERRY RD",38.73180373013,-76.75966785848,"(38.731803730130196,-76.75966785848141)"
